,dice_loss,iou_score
0,0.6489062939050065,0.5686683834075735
1,0.18362612249153976,0.8298154937033102
2,0.10673919882414477,0.8535927678546259
3,0.08801023563686412,0.8645242478276759
4,0.07554035563513915,0.8754781090285422
5,0.07391742363853274,0.8750950263918575
6,0.0703204919425947,0.8783430016406305
7,0.06306650138126237,0.889282467335744
8,0.058564079679408125,0.8945120536493809
9,0.056577626686051215,0.8976476358355219
10,0.05481625882522111,0.8998730992371177
11,0.056954576862308204,0.8968990410695661
12,0.057738442325367116,0.8949978331912241
13,0.051288418612390196,0.9052718832807721
14,0.05186410641895147,0.904191460390136
15,0.05033434041828483,0.9065094754662159
16,0.05057886003885628,0.9060885557588539
17,0.056356783183115815,0.8973591970104089
18,0.052190224517066536,0.903721706695714
19,0.04606399122836454,0.9137868692852418
20,0.055163778083504374,0.8989768343854626
21,0.056205401161931595,0.8965757868762286
22,0.05086822428230969,0.9057776464746808
23,0.04900241010593914,0.9084696064017853
24,0.048528874820133384,0.9092142165831802
25,0.04812782595180116,0.9105123022817219
26,0.04766299828605829,0.9105649988325143
27,0.04916945718369391,0.9085782711517133
28,0.04536458512522138,0.9149931789428558
29,0.04710898070402867,0.9123269382091067
30,0.05005029490533864,0.9073434437642681
31,0.04825555603459196,0.9100581573427847
32,0.04529250258544703,0.9153906574367349
33,0.042013607075754196,0.9207348533958759
34,0.04452814007142805,0.9167477140589705
35,0.045822728636129885,0.9149887742088091
36,0.043449986093449175,0.9186525534627575
37,0.04290500198895074,0.9195677323161432
38,0.042813671506800745,0.9197055398012111
39,0.04545663114426273,0.9152747238019724
40,0.04224240512780422,0.9201391101726957
41,0.04657215217374406,0.9131755877356488
42,0.04277518138570604,0.9194695571402333
43,0.04994468137903037,0.9088284951054821
44,0.042895502639266676,0.9193247095593865
45,0.04070549725361595,0.9230690210495349
46,0.04225015527797195,0.9204022240526268
47,0.04174864488952566,0.921294279958842
48,0.04094454758572127,0.9227834138667808
49,0.04089953778487333,0.9234221991643592
50,0.04185663416700547,0.9218855316065393
51,0.03874709921063114,0.9265267316181705
52,0.04065714228265689,0.923234194235981
53,0.04011963462492204,0.9244186920377445
54,0.038326381652984964,0.9277887245956452
55,0.039132394177733766,0.9258530648811804
56,0.039440031321543605,0.9258950591649653
57,0.038729320860133996,0.9264868610310095
58,0.037899860233630775,0.9282366513924772
59,0.04020347755472614,0.9243577218280654
60,0.04048056366308682,0.9236605068985024
61,0.04093877155825776,0.9230305939772215
62,0.04073696091489974,0.9233341965613504
63,0.03997142458299418,0.9244707169116673
64,0.038217341140756055,0.9276615901375715
65,0.03748068747655402,0.9286797333438446
66,0.03795935579066005,0.9280206835213695
67,0.03677065262816984,0.930135070855888
68,0.03785208570507338,0.9282718670536885
69,0.03873215404883868,0.926458648915561
70,0.03981155367954723,0.9246441180694772
71,0.034957676423045814,0.9331421161878787
72,0.03784891864601172,0.928246302003006
73,0.03748485684957143,0.9288637649338201
74,0.03580632285689409,0.932206648841219
75,0.03931748360957738,0.9261082971714579
76,0.03613735299627735,0.9311227915140817
77,0.03836907854057705,0.9275059522885196
78,0.03557553493751671,0.9323838475459022
79,0.03677301024490931,0.9306572805035785
